seqId,BLASTN,CLARK,KRAKEN,MetaPhlAn,TIPP
B_cereus_MiSeq.285828,1396,1396,0,222523,0
B_cereus_MiSeq.286985,1396,1396,0,1217984,0
B_cereus_MiSeq.287434,1396,222523,0,222523,0
B_cereus_MiSeq.287687,1396,1396,0,1217984,0
B_cereus_MiSeq.287816,0,86661,0,222523,0
B_cereus_MiSeq.287840,1396,222523,0,222523,0
B_cereus_MiSeq.2899,1396,222523,0,222523,0
B_cereus_MiSeq.28991,1396,222523,0,222523,0
B_cereus_MiSeq.29010,0,86661,0,714359,0
B_cereus_MiSeq.290302,1396,222523,0,222523,0
B_cereus_MiSeq.291434,1396,1396,0,334406,0
B_cereus_MiSeq.291596,1396,1396,0,1217984,0
B_cereus_MiSeq.292682,1396,1396,0,1217984,0
B_cereus_MiSeq.293698,1396,1396,0,1217984,0
B_cereus_MiSeq.294024,1396,222523,0,222523,0
B_cereus_MiSeq.294144,1396,1396,0,1217984,0
B_cereus_MiSeq.294198,1396,222523,0,1396,0
B_cereus_MiSeq.295319,1396,222523,0,222523,0
B_cereus_MiSeq.295696,1396,222523,0,222523,0
B_cereus_MiSeq.296476,1396,222523,0,1396,0
B_cereus_MiSeq.298193,1396,1396,0,1217984,0
B_cereus_MiSeq.299725,0,86661,0,1392,0
B_cereus_MiSeq.302871,1396,1396,0,1217984,0
B_cereus_MiSeq.303109,1396,222523,0,222523,0
B_cereus_MiSeq.305145,1396,222523,0,222523,0
B_cereus_MiSeq.305224,1396,222523,0,1396,0
B_cereus_MiSeq.30609,1396,222523,0,222523,0
B_cereus_MiSeq.306101,1396,222523,0,222523,0
B_cereus_MiSeq.30682,1396,222523,0,222523,0
B_cereus_MiSeq.307548,1396,222523,0,222523,0
B_cereus_MiSeq.307839,1396,222523,0,222523,0
B_cereus_MiSeq.307920,1396,222523,0,222523,0
B_cereus_MiSeq.309177,1396,222523,0,222523,0
B_cereus_MiSeq.309959,0,86661,0,1392,0
B_cereus_MiSeq.312330,1396,222523,0,1396,0
B_cereus_MiSeq.312706,1396,1396,0,1217984,0
B_cereus_MiSeq.31335,1396,222523,0,222523,0
B_cereus_MiSeq.313780,0,86661,0,1217984,0
B_cereus_MiSeq.314569,1396,222523,0,222523,0
B_cereus_MiSeq.314963,1396,1396,0,1217984,0
B_cereus_MiSeq.315454,0,86661,0,1396,0
B_cereus_MiSeq.315795,1396,1396,0,1217984,0
B_cereus_MiSeq.317341,1396,1396,0,334406,0
B_cereus_MiSeq.318109,1396,1396,0,1217984,0
B_cereus_MiSeq.318986,0,86661,0,1392,0
B_cereus_MiSeq.318999,1396,1396,0,1217984,0
B_cereus_MiSeq.319982,1396,222523,0,1396,0
B_cereus_MiSeq.321815,1396,1396,0,222523,0
B_cereus_MiSeq.324342,1396,1396,0,1217984,0
B_cereus_MiSeq.324838,1396,222523,0,222523,0
B_cereus_MiSeq.326676,1396,222523,0,222523,0
B_cereus_MiSeq.32679,1396,222523,0,1396,0
B_cereus_MiSeq.328018,1396,222523,0,222523,0
B_cereus_MiSeq.32804,1396,1396,0,222523,0
B_cereus_MiSeq.328823,1396,1396,0,1217984,0
B_cereus_MiSeq.329868,1396,222523,0,222523,0
B_cereus_MiSeq.329957,0,86661,0,1217737,0
B_cereus_MiSeq.330226,0,86661,0,1217984,0
B_cereus_MiSeq.330576,1396,222523,0,222523,0
B_cereus_MiSeq.33091,1396,222523,0,222523,0
B_cereus_MiSeq.334255,1396,222523,0,222523,0
B_cereus_MiSeq.337332,1396,222523,0,222523,0
B_cereus_MiSeq.337689,0,86661,0,930170,0
B_cereus_MiSeq.338199,1396,222523,0,222523,0
B_cereus_MiSeq.338854,1396,222523,0,222523,0
B_cereus_MiSeq.338913,1396,222523,0,1396,0
B_cereus_MiSeq.339213,1396,222523,0,222523,0
B_cereus_MiSeq.339777,1396,222523,0,222523,0
B_cereus_MiSeq.342279,1396,222523,0,222523,0
B_cereus_MiSeq.342312,0,86661,0,1392,0
B_cereus_MiSeq.343177,1396,1396,0,1217984,0
B_cereus_MiSeq.343436,1396,222523,0,222523,0
B_cereus_MiSeq.347008,0,86661,0,222523,0
B_cereus_MiSeq.347242,1396,222523,0,1396,0
B_cereus_MiSeq.351428,1396,222523,0,1396,0
B_cereus_MiSeq.352502,1396,222523,0,222523,0
B_cereus_MiSeq.353264,0,86661,0,1217984,0
B_cereus_MiSeq.35389,1396,1396,0,1217984,0
B_cereus_MiSeq.354520,1396,222523,0,222523,0
B_cereus_MiSeq.356291,1396,222523,0,1396,0
B_cereus_MiSeq.35650,0,86661,0,1217984,0
B_cereus_MiSeq.356891,0,86661,0,1217984,0
B_cereus_MiSeq.357224,1396,222523,0,222523,0
B_cereus_MiSeq.357492,1396,222523,0,222523,0
B_cereus_MiSeq.357782,1396,222523,0,222523,0
B_cereus_MiSeq.357973,0,86661,0,1392,0
B_cereus_MiSeq.358300,0,86661,0,1392,0
B_cereus_MiSeq.359293,1396,222523,0,222523,0
B_cereus_MiSeq.359660,0,86661,0,1392,0
B_cereus_MiSeq.36173,1396,1396,0,1217984,0
B_cereus_MiSeq.3623,1396,1396,0,222523,0
B_cereus_MiSeq.362382,0,86661,0,714359,0
B_cereus_MiSeq.365546,1396,222523,0,1396,0
B_cereus_MiSeq.366802,0,86661,0,1217984,0
B_cereus_MiSeq.366831,1396,222523,0,222523,0
B_cereus_MiSeq.367681,0,86661,0,930170,0
B_cereus_MiSeq.367824,1396,222523,0,0,0
B_cereus_MiSeq.368677,1396,222523,0,1396,0
B_cereus_MiSeq.370430,1396,222523,0,222523,0
B_cereus_MiSeq.371984,1396,1396,0,1217984,0
B_cereus_MiSeq.372126,1396,1396,0,1217984,0
B_cereus_MiSeq.37223,1396,1396,0,1217984,0
B_cereus_MiSeq.372569,1396,222523,0,222523,0
B_cereus_MiSeq.37275,1396,1396,0,222523,0
B_cereus_MiSeq.372971,1396,222523,0,222523,0
B_cereus_MiSeq.373465,1396,1396,0,1217984,0
B_cereus_MiSeq.373499,1396,1396,0,1217984,0
B_cereus_MiSeq.374779,1396,1396,0,1217984,0
B_cereus_MiSeq.375282,1396,222523,0,222523,0
B_cereus_MiSeq.376759,1396,222523,0,222523,0
B_cereus_MiSeq.376793,1396,222523,0,222523,0
B_cereus_MiSeq.377026,1396,222523,0,222523,0
B_cereus_MiSeq.377402,1396,222523,0,222523,0
B_cereus_MiSeq.377862,1396,222523,0,1217984,0
B_cereus_MiSeq.377910,1396,222523,0,1396,0
B_cereus_MiSeq.37832,1396,1396,0,1217984,0
B_cereus_MiSeq.379017,1396,222523,0,222523,0
B_cereus_MiSeq.380606,1396,222523,0,222523,0
B_cereus_MiSeq.38224,1396,222523,0,1396,0
B_cereus_MiSeq.382360,1396,222523,0,222523,0
B_cereus_MiSeq.383650,1396,1396,0,1217984,0
B_cereus_MiSeq.384424,0,86661,0,1217984,0
B_cereus_MiSeq.384877,0,91061,0,570416,0
B_cereus_MiSeq.385881,1396,222523,0,222523,0
B_cereus_MiSeq.387864,1396,1396,0,222523,0
B_cereus_MiSeq.388816,1396,222523,0,222523,0
B_cereus_MiSeq.388854,1396,1396,0,1217984,0
B_cereus_MiSeq.39136,1396,1396,0,1396,0
B_cereus_MiSeq.393178,1396,1396,0,1396,0
B_cereus_MiSeq.395794,1396,1396,0,1217984,0
B_cereus_MiSeq.396609,1396,1396,0,1217984,0
B_cereus_MiSeq.399466,1396,222523,0,222523,0
B_cereus_MiSeq.400096,1396,1396,0,1217984,0
B_cereus_MiSeq.402384,1396,1396,0,1396,0
B_cereus_MiSeq.403359,0,86661,186817,570416,0
B_cereus_MiSeq.403418,1396,222523,0,222523,0
B_cereus_MiSeq.403573,0,86661,0,1217984,1396
B_cereus_MiSeq.403679,0,86661,0,1217984,1396
B_cereus_MiSeq.404000,0,86661,0,1396,0
B_cereus_MiSeq.405308,1396,222523,0,222523,0
B_cereus_MiSeq.406946,1396,222523,0,222523,0
B_cereus_MiSeq.407372,1396,222523,0,1396,0
B_cereus_MiSeq.408336,1396,1396,0,1217984,0
B_cereus_MiSeq.408550,1396,222523,0,222523,0
B_cereus_MiSeq.409189,1396,222523,0,222523,0
B_cereus_MiSeq.410455,1396,222523,0,222523,0
B_cereus_MiSeq.414618,1396,222523,0,222523,0
B_cereus_MiSeq.414653,1396,222523,0,222523,0
B_cereus_MiSeq.417905,1396,222523,0,222523,0
B_cereus_MiSeq.418109,1396,1396,0,334406,0
B_cereus_MiSeq.421389,1396,222523,0,222523,0
B_cereus_MiSeq.422516,1396,222523,0,222523,0
B_cereus_MiSeq.422944,0,86661,0,1217984,0
B_cereus_MiSeq.424243,1396,222523,0,1396,0
B_cereus_MiSeq.425183,1396,222523,0,222523,0
B_cereus_MiSeq.425944,1396,222523,0,1396,0
B_cereus_MiSeq.426498,1396,222523,0,222523,0
B_cereus_MiSeq.426707,1396,222523,0,222523,0
B_cereus_MiSeq.427631,1396,1396,0,1217984,0
B_cereus_MiSeq.428639,1396,1396,0,1217984,0
B_cereus_MiSeq.429317,1396,222523,0,222523,0
B_cereus_MiSeq.429627,0,86661,0,1217984,0
B_cereus_MiSeq.430606,1396,1396,1396,222523,0
B_cereus_MiSeq.431743,0,86661,0,1217984,0
B_cereus_MiSeq.43293,1396,222523,0,222523,0
B_cereus_MiSeq.432996,1396,1396,0,1217984,0
B_cereus_MiSeq.433255,1396,1396,0,1396,0
B_cereus_MiSeq.433823,1396,222523,0,222523,0
B_cereus_MiSeq.434161,1396,222523,0,222523,0
B_cereus_MiSeq.436576,1396,1396,0,1217984,0
B_cereus_MiSeq.436772,0,86661,0,570416,0
B_cereus_MiSeq.437427,1396,222523,0,222523,0
B_cereus_MiSeq.438620,1396,222523,0,222523,0
B_cereus_MiSeq.440587,1396,222523,0,222523,0
B_cereus_MiSeq.441820,1396,222523,0,222523,0
B_cereus_MiSeq.442320,1396,1396,0,1217984,0
B_cereus_MiSeq.44603,1396,222523,0,222523,0
B_cereus_MiSeq.446737,1396,1396,0,1217984,0
B_cereus_MiSeq.447445,1396,222523,0,222523,0
B_cereus_MiSeq.448115,1396,222523,0,222523,0
B_cereus_MiSeq.448787,1396,222523,0,222523,0
B_cereus_MiSeq.450186,1396,222523,0,222523,0
B_cereus_MiSeq.450904,1396,222523,0,222523,0
B_cereus_MiSeq.452460,1396,1396,0,1217984,0
B_cereus_MiSeq.453462,0,86661,1385,1545620,0
B_cereus_MiSeq.453570,1396,222523,0,222523,0
B_cereus_MiSeq.454261,1396,1396,0,1217984,0
B_cereus_MiSeq.455809,1396,222523,0,1396,0
B_cereus_MiSeq.457428,1396,1396,0,1217984,0
B_cereus_MiSeq.45775,1396,1396,0,1217984,0
B_cereus_MiSeq.458440,1396,222523,0,222523,0
B_cereus_MiSeq.459048,1396,222523,0,222523,0
B_cereus_MiSeq.459559,1396,222523,0,1396,0
B_cereus_MiSeq.46259,1396,1396,0,1217984,0
B_cereus_MiSeq.462662,1396,222523,0,222523,0
B_cereus_MiSeq.462841,1396,222523,0,222523,0
B_cereus_MiSeq.463227,1396,1396,0,1217984,0
B_cereus_MiSeq.464037,1396,222523,0,222523,0
B_cereus_MiSeq.464441,1396,222523,0,222523,0
B_cereus_MiSeq.465278,1396,1396,0,1396,0
B_cereus_MiSeq.465730,1396,222523,0,222523,0
B_cereus_MiSeq.465787,1396,1396,0,1217984,0
B_cereus_MiSeq.466352,1396,222523,0,222523,0
B_cereus_MiSeq.468881,1396,1217984,0,1217984,0
B_cereus_MiSeq.469723,1396,222523,0,222523,0
B_cereus_MiSeq.470039,1396,222523,0,222523,0
B_cereus_MiSeq.473641,0,86661,0,1217984,0
B_cereus_MiSeq.475010,1396,222523,0,222523,0
B_cereus_MiSeq.47511,1396,222523,0,222523,0
B_cereus_MiSeq.476350,1396,1396,0,1217984,0
B_cereus_MiSeq.476775,1396,222523,0,222523,0
B_cereus_MiSeq.476901,1396,222523,0,1396,0
B_cereus_MiSeq.478924,1396,1396,0,1217984,0
B_cereus_MiSeq.479377,1396,1396,0,1396,0
B_cereus_MiSeq.48288,0,86661,0,334406,0
B_cereus_MiSeq.483182,1396,1396,0,1217984,0
B_cereus_MiSeq.483333,1396,222523,0,222523,0
B_cereus_MiSeq.486254,1396,1396,0,1217984,0
B_cereus_MiSeq.488723,1396,222523,0,222523,0
B_cereus_MiSeq.489384,1396,222523,0,222523,0
B_cereus_MiSeq.493011,1396,1396,0,1217984,0
B_cereus_MiSeq.49333,0,86661,129337,1392,0
B_cereus_MiSeq.495062,1396,1396,186817,1217984,0
B_cereus_MiSeq.496794,0,86661,0,1396,0
B_cereus_MiSeq.498857,1396,1396,0,1217984,0
B_cereus_MiSeq.499065,1396,222523,0,222523,0
B_cereus_MiSeq.501031,0,86661,0,222523,0
B_cereus_MiSeq.501929,1396,222523,0,222523,0
B_cereus_MiSeq.502894,1396,1396,0,1217984,0
B_cereus_MiSeq.503421,1396,222523,0,222523,0
B_cereus_MiSeq.504845,1396,222523,0,1396,0
B_cereus_MiSeq.506177,1396,222523,0,222523,0
B_cereus_MiSeq.507671,1396,222523,0,222523,0
B_cereus_MiSeq.509132,1396,222523,0,222523,0
B_cereus_MiSeq.510073,1396,1396,0,1217984,0
B_cereus_MiSeq.510222,1396,222523,0,222523,0
B_cereus_MiSeq.511818,1396,1396,0,1396,0
B_cereus_MiSeq.51360,1396,1396,0,222523,0
B_cereus_MiSeq.513765,0,86661,0,1217984,0
B_cereus_MiSeq.515405,1396,222523,0,222523,0
B_cereus_MiSeq.515406,1396,1396,0,222523,0
B_cereus_MiSeq.51649,1396,222523,0,1396,0
B_cereus_MiSeq.517945,0,86661,0,222523,0
B_cereus_MiSeq.519272,1396,222523,0,222523,0
B_cereus_MiSeq.521649,1396,222523,0,222523,0
B_cereus_MiSeq.522005,1396,222523,0,222523,0
B_cereus_MiSeq.522860,1396,1396,0,1396,0
B_cereus_MiSeq.523046,1396,222523,0,222523,0
B_cereus_MiSeq.524284,0,86661,0,361100,0
B_cereus_MiSeq.526436,1396,222523,0,222523,0
B_cereus_MiSeq.527483,0,86661,0,1217984,0
B_cereus_MiSeq.527598,1396,222523,0,222523,0
B_cereus_MiSeq.527635,1396,1396,0,361100,0
B_cereus_MiSeq.527742,1396,222523,0,222523,0
B_cereus_MiSeq.528654,1396,222523,0,222523,0
B_cereus_MiSeq.528708,0,86661,0,1217984,0
B_cereus_MiSeq.529981,1396,222523,0,222523,0
B_cereus_MiSeq.532773,0,86661,0,1392,0
B_cereus_MiSeq.533170,1396,222523,0,222523,0
B_cereus_MiSeq.533365,1396,222523,0,222523,0
B_cereus_MiSeq.534446,1396,1396,0,222523,0
B_cereus_MiSeq.535274,1396,222523,0,222523,0
B_cereus_MiSeq.535609,1396,222523,0,1396,0
B_cereus_MiSeq.535993,1396,222523,0,222523,0
B_cereus_MiSeq.536361,1396,222523,0,222523,0
B_cereus_MiSeq.536670,0,86661,0,930170,0
B_cereus_MiSeq.536751,1396,222523,0,1396,0
B_cereus_MiSeq.538117,1396,222523,0,222523,0
B_cereus_MiSeq.539135,0,86661,0,1396,0
B_cereus_MiSeq.539276,1396,222523,0,222523,0
B_cereus_MiSeq.540132,1396,222523,0,222523,0
B_cereus_MiSeq.540166,1396,1396,0,222523,0
B_cereus_MiSeq.540691,1396,222523,0,222523,0
B_cereus_MiSeq.541075,1396,222523,0,222523,0
B_cereus_MiSeq.543032,1396,222523,0,222523,0
B_cereus_MiSeq.544146,0,0,0,0,0
B_cereus_MiSeq.544446,1396,1396,0,1396,0
B_cereus_MiSeq.546348,1396,222523,0,222523,0
B_cereus_MiSeq.546655,1396,222523,0,222523,0
B_cereus_MiSeq.54769,1396,1396,0,1396,0
